1, 15, 350, 18, 352, 2, 1, 324, 9, 246, 1, 255, 0, 3.658536585365854, 78.70370370370371
5, 17, 365, 47, 361, 4, 0, 372, 7, 280, 2, 287, 1, 2.5, 77.15053763440861
4, 15, 363, 16, 357, 3, 2, 186, 0, 145, 0, 145, 0, 0.0, 77.95698924731182
4, 109, 353, 188, 356, 7, 5, 2002, 112, 1427, 0, 1539, 5, 7.848633496846531, 76.87312687312688
3, 15, 368, 38, 359, 3, 1, 344, 35, 218, 2, 253, 6, 16.05504587155963, 73.54651162790698
5, 59, 362, 123, 359, 10, 0, 1388, 44, 1022, 6, 1066, 10, 4.305283757338552, 76.80115273775216
5, 31, 367, 36, 364, 9, 0, 334, 13, 245, 0, 258, 0, 5.3061224489795915, 77.24550898203593
5, 69, 363, 138, 362, 11, 2, 1501, 33, 1152, 0, 1185, 1, 2.8645833333333335, 78.94736842105263
4, 26, 363, 78, 350, 5, 0, 888, 36, 654, 0, 690, 3, 5.504587155963303, 77.70270270270271
4, 30, 370, 43, 368, 14, 1, 527, 20, 390, 2, 410, 0, 5.128205128205129, 77.7988614800759
4, 10, 345, 14, 342, 2, 1, 153, 6, 117, 1, 123, 0, 5.128205128205129, 80.3921568627451
2, 28, 347, 59, 335, 4, 1, 743, 11, 559, 0, 570, 9, 1.9677996422182469, 76.71601615074024
4, 35, 354, 65, 354, 7, 1, 720, 17, 526, 1, 543, 6, 3.2319391634980987, 75.41666666666667
4, 4, 387, 3, 386, 0, 0, 44, 3, 31, 0, 34, 0, 9.67741935483871, 77.27272727272727
4, 38, 360, 40, 358, 7, 0, 506, 7, 380, 0, 387, 2, 1.8421052631578947, 76.48221343873517
1, 21, 328, 46, 327, 0, 2, 489, 4, 368, 0, 372, 9, 1.0869565217391304, 76.07361963190183
4, 36, 356, 66, 358, 1, 2, 726, 27, 525, 1, 552, 0, 5.142857142857143, 76.03305785123968
1, 37, 345, 94, 334, 3, 1, 1082, 21, 831, 0, 852, 0, 2.527075812274368, 78.74306839186691
2, 58, 348, 92, 341, 5, 4, 1127, 27, 851, 1, 878, 10, 3.172737955346651, 77.90594498669033
4, 12, 378, 5, 394, 4, 0, 103, 4, 80, 1, 84, 0, 5.0, 81.55339805825243
5, 21, 376, 33, 359, 7, 0, 505, 14, 389, 3, 403, 0, 3.5989717223650386, 79.8019801980198
